,Party,Donee,value
48916,Labour Party,Political Party,683.0
48917,Labour Party,Political Party,1500.0
48918,Conservative and Unionist Party,Political Party,8360.0
48919,UK Independence Party (UKIP),Political Party,779.0
48920,UK Independence Party (UKIP),Political Party,1000.0
48921,UK Independence Party (UKIP),Political Party,1232.0
48922,Labour Party,Political Party,10000.0
48923,Labour Party,Political Party,250.0
48924,UK Independence Party (UKIP),Political Party,1000.0
48925,Scottish National Party (SNP),Political Party,6950.6
48926,UK Independence Party (UKIP),Political Party,1200.0
48927,Mr Jonathan Djanogly MP,Regulated Donee,35000.0
48928,The New Party [De-registered 01/07/10],Political Party,5000.0
48929,Conservative and Unionist Party,Political Party,18000.0
48930,Conservative and Unionist Party,Political Party,1100.0
48931,UK Independence Party (UKIP),Political Party,1000.0
48932,UK Independence Party (UKIP),Political Party,3230.0
48933,Labour Party,Political Party,1000.0
48934,Labour Party,Political Party,350.0
48935,Labour Party,Political Party,10000.0
48936,Conservative and Unionist Party,Political Party,25000.0
48937,Quality of Life Policy Group,Regulated Donee,11400.72
48938,UK Independence Party (UKIP),Political Party,250.0
48939,UK Independence Party (UKIP),Political Party,1000.0
48940,Scottish National Party (SNP),Political Party,15050.0
48941,Labour Party,Political Party,14250.0
48942,Liberal Democrats,Political Party,1150.0
48943,Conservative and Unionist Party,Political Party,4000.0
48944,Conservative and Unionist Party,Political Party,8000.0
48945,UK Independence Party (UKIP),Political Party,1000.0
48946,Scottish National Party (SNP),Political Party,14050.0
48947,UK Independence Party (UKIP),Political Party,110.0
48948,The Rt Hon Keith Vaz MP,Regulated Donee,2000.0
48949,Labour Party,Political Party,500.0
48950,Liberal Democrats,Political Party,2000.0
48951,Conservative and Unionist Party,Political Party,1228.5
48952,Mr Andrew Mitchell MP,Regulated Donee,4000.0
48953,Labour Party,Political Party,624.0
48954,Labour Party,Political Party,1500.0
48955,Conservative and Unionist Party,Political Party,1235.0
48956,Labour Party,Political Party,375.0
48957,Labour Party,Political Party,1000.0
48958,Mr Bob Blizzard MP,Regulated Donee,1800.0
48959,Sir Robert Smith MP,Regulated Donee,1800.0
48960,Labour Party,Political Party,360.0
48961,Conservative and Unionist Party,Political Party,35000.0
48962,Conservative and Unionist Party,Political Party,675.0
48963,Conservative and Unionist Party,Political Party,45010.33
48964,Conservative and Unionist Party,Political Party,8000.0
48965,Conservative and Unionist Party,Political Party,13000.0
48966,Conservative and Unionist Party,Political Party,8000.0
48967,Conservative and Unionist Party,Political Party,15000.0
48968,Conservative and Unionist Party,Political Party,1500.0
48969,Conservative and Unionist Party,Political Party,2480.0
48970,Conservative and Unionist Party,Political Party,1500.0
48971,Conservative and Unionist Party,Political Party,6000.0
48972,Conservative and Unionist Party,Political Party,4000.0
48973,Conservative and Unionist Party,Political Party,1500.0
48974,Conservative and Unionist Party,Political Party,1500.0
48975,Labour Party,Political Party,261.0
48976,Conservative and Unionist Party,Political Party,12000.0
48977,Labour Party,Political Party,30000.0
48978,Conservative and Unionist Party,Political Party,2000.0
48979,Conservative and Unionist Party,Political Party,8000.0
48980,Scottish Socialist Party,Political Party,4760.0
48981,Labour Party,Political Party,500.0
48982,UK Independence Party (UKIP),Political Party,2000.0
48983,Labour Party,Political Party,7500.0
48984,Labour Party,Political Party,1000.0
48985,The New Party [De-registered 01/07/10],Political Party,1000.0
48986,Conservative and Unionist Party,Political Party,250500.0
48987,The New Party [De-registered 01/07/10],Political Party,9000.0
48988,Conservative and Unionist Party,Political Party,8000.0
48989,Conservative and Unionist Party,Political Party,200000.0
48990,Plaid Cymru - The Party of Wales,Political Party,1000.0
48991,Labour Party,Political Party,1275.0
48992,Labour Party,Political Party,255.0
48993,Labour Party,Political Party,10500.0
48994,Labour Party,Political Party,2000.0
48995,Conservative and Unionist Party,Political Party,8000.0
48996,Conservative and Unionist Party,Political Party,8500.0
48997,Conservative and Unionist Party,Political Party,3000.0
48998,Conservative and Unionist Party,Political Party,8000.0
48999,Plaid Cymru - The Party of Wales,Political Party,5059.17
49000,Labour Party,Political Party,3000.0
49001,Labour Party,Political Party,8091.0
49002,Conservative and Unionist Party,Political Party,4000.0
49003,Conservative and Unionist Party,Political Party,34400.0
49004,Liberal Democrats,Political Party,50000.0
49005,Conservative and Unionist Party,Political Party,8000.0
49006,Labour Party,Political Party,375.0
49007,Conservative and Unionist Party,Political Party,2230.0
49008,Conservative and Unionist Party,Political Party,8000.0
49009,The Rt Hon Peter Lilley MP,Regulated Donee,2900.0
49010,Conservative and Unionist Party,Political Party,47300.0
49011,Conservative and Unionist Party,Political Party,300.0
49012,Labour Party,Political Party,2523.0
49013,Conservative and Unionist Party,Political Party,14000.0
49014,Labour Party,Political Party,1250.0
49015,Conservative and Unionist Party,Political Party,5500.0
49016,Labour Party,Political Party,2735.0
49017,Liberal Democrats,Political Party,1500.0
49018,Labour Party,Political Party,5250.0
49019,Labour Party,Political Party,16778.0
49020,Labour Party,Political Party,250.0
49021,Labour Party,Political Party,5816.0
49022,Conservative and Unionist Party,Political Party,8000.0
49023,Labour Party,Political Party,2000.0
49024,Conservative and Unionist Party,Political Party,360.0
49025,Conservative and Unionist Party,Political Party,8000.0
49026,Conservative and Unionist Party,Political Party,500.0
49027,Scottish National Party (SNP),Political Party,10784.75
49028,Scottish Socialist Party,Political Party,1200.0
49029,Labour Party,Political Party,50792.0
49030,The Rt Hon Dr Liam Fox MP,Regulated Donee,7500.0
49031,Scottish Socialist Party,Political Party,6469.0
49032,Conservative and Unionist Party,Political Party,1250.0
49033,The Rt Hon Stephen R O'Brien MP,Regulated Donee,5000.0
49034,Labour Party,Political Party,1000.0
49035,Labour Party,Political Party,2500.0
49036,Scottish Socialist Party,Political Party,1115.0
49037,Labour Party,Political Party,1000.0
49038,Conservative and Unionist Party,Political Party,750.0
49039,Labour Party,Political Party,25000.0
49040,Labour Party,Political Party,1000.0
49041,The Rt Hon Clare Short MP,Regulated Donee,2000.0
49042,Labour Party,Political Party,6462.5
49043,Labour Party,Political Party,25000.0
49044,Conservative and Unionist Party,Political Party,40000.0
49045,Conservative and Unionist Party,Political Party,60000.0
49046,Conservative and Unionist Party,Political Party,1000.0
49047,Conservative and Unionist Party,Political Party,500.0
49048,Conservative and Unionist Party,Political Party,8000.0
49049,Conservative and Unionist Party,Political Party,1250.0
49050,Labour Party,Political Party,1500.0
49051,Scottish Socialist Party,Political Party,1300.0
49052,Mr Andrew Mitchell MP,Regulated Donee,10000.0
49053,Labour Party,Political Party,1000.0
49054,Conservative and Unionist Party,Political Party,2500.0
49055,Mr Andrew Mitchell MP,Regulated Donee,3000.0
49056,Conservative and Unionist Party,Political Party,73386.31
49057,Mr Andrew Mitchell MP,Regulated Donee,2500.0
49058,Conservative and Unionist Party,Political Party,3375.0
49059,Conservative and Unionist Party,Political Party,1500.0
49060,UK Independence Party (UKIP),Political Party,2000.0
49061,Labour Party,Political Party,672.0
49062,Labour Party,Political Party,500.0
49063,Green Party,Political Party,132000.0
49064,Labour Party,Political Party,250.0
49065,Labour Party,Political Party,562.5
49066,Scottish National Party (SNP),Political Party,7230.92
49067,Labour Party,Political Party,500.0
49068,Liberal Democrats,Political Party,368850.0
49069,Labour Party,Political Party,1125.0
49070,Quality of Life Policy Group,Regulated Donee,15405.2
49071,Labour Party,Political Party,6666.0
49072,Labour Party,Political Party,2000.0
49073,Labour Party,Political Party,283.0
49074,Labour Party,Political Party,2000.0
49075,Labour Party,Political Party,500.0
49076,Conservative and Unionist Party,Political Party,600.0
49077,Conservative and Unionist Party,Political Party,600.0
49078,Conservative and Unionist Party,Political Party,17535.95
49079,UK Independence Party (UKIP),Political Party,200.0
49080,Labour Party,Political Party,1500.0
49081,Conservative and Unionist Party,Political Party,1500.0
49082,Liberal Democrats,Political Party,960.0
49083,Labour Party,Political Party,7737.0
49084,Conservative and Unionist Party,Political Party,1865.0
49085,Conservative and Unionist Party,Political Party,3000.0
49086,Labour Party,Political Party,500.0
49087,Labour Party,Political Party,500.0
49088,Labour Party,Political Party,750.0
49089,Labour Party,Political Party,500.0
49090,Labour Party,Political Party,1000.0
49091,Labour Party,Political Party,1000.0
49092,Labour Party,Political Party,500.0
49093,Conservative and Unionist Party,Political Party,3000.0
49094,Labour Party,Political Party,2000.0
49095,Labour Party,Political Party,500.0
49096,Labour Party,Political Party,250.0
49097,Conservative and Unionist Party,Political Party,2450.0
49098,Conservative and Unionist Party,Political Party,5000.0
49099,Labour Party,Political Party,5000.0
49100,Labour Party,Political Party,2350.0
49101,Labour Party,Political Party,500.0
49102,The Socialist Party of Great Britain,Political Party,9384.15
49103,Labour Party,Political Party,1500.0
49104,Labour Party,Political Party,1000.0
49105,Conservative and Unionist Party,Political Party,1050.0
49106,Mr Andrew Mitchell MP,Regulated Donee,3000.0
49107,Mr Andrew Mitchell MP,Regulated Donee,5000.0
49108,Labour Party,Political Party,1500.0
49109,Labour Party,Political Party,2546.0
49110,Labour Party,Political Party,290125.0
49111,Labour Party,Political Party,550.0
49112,Conservative and Unionist Party,Political Party,2500.0
49113,Conservative and Unionist Party,Political Party,20000.0
49114,Plaid Cymru - The Party of Wales,Political Party,1000.0
49115,Labour Party,Political Party,50600.0
49116,Conservative and Unionist Party,Political Party,5360.0
49117,Conservative and Unionist Party,Political Party,6050.0
49118,Conservative and Unionist Party,Political Party,1250.0
49119,Labour Party,Political Party,1500.0
49120,Conservative and Unionist Party,Political Party,1500.0
49121,Conservative and Unionist Party,Political Party,10200.0
49122,Conservative and Unionist Party,Political Party,25000.0
49123,Conservative and Unionist Party,Political Party,1500.0
49124,Ms Susan Kramer MP,Regulated Donee,1500.0
49125,Conservative and Unionist Party,Political Party,1250.0
49126,Conservative and Unionist Party,Political Party,5000.0
49127,Conservative and Unionist Party,Political Party,5000.0
49128,Conservative and Unionist Party,Political Party,4460.0
49129,Labour Party,Political Party,375.0
49130,Labour Party,Political Party,1439.0
49131,Conservative and Unionist Party,Political Party,10000.0
49132,Conservative and Unionist Party,Political Party,1750.0
49133,Conservative and Unionist Party,Political Party,10000.0
49134,Conservative and Unionist Party,Political Party,1500.0
49135,Labour Party,Political Party,1000.0
49136,Conservative and Unionist Party,Political Party,9800.0
49137,Labour Party,Political Party,5425.0
49138,Labour Party,Political Party,10000.0
49139,Labour Party,Political Party,10000.0
49140,The New Party [De-registered 01/07/10],Political Party,20000.0
49141,Conservative and Unionist Party,Political Party,360.0
49142,Labour Party,Political Party,456948.0
49143,Labour Party,Political Party,9100.0
49144,Conservative and Unionist Party,Political Party,10000.0
49145,Labour Party,Political Party,5875.0
49146,Conservative and Unionist Party,Political Party,300.0
49147,Co-operative Party,Political Party,53051.43
49148,Conservative and Unionist Party,Political Party,12000.0
49149,Labour Party,Political Party,1000.0
49150,Conservative and Unionist Party,Political Party,1625.0
49151,Mr Andrew Mitchell MP,Regulated Donee,5366.0
49152,The Rt Hon Stephen Byers MP,Regulated Donee,2511.0
49153,Liberal Democrats,Political Party,2500.0
49154,Labour Party,Political Party,1500.0
49155,Conservative and Unionist Party,Political Party,1875.0
49156,Liberal Democrats,Political Party,25000.0
49157,The Rt Hon George Osborne MP,Regulated Donee,5875.0
49158,The Rt Hon Peter Lilley MP,Regulated Donee,1560.0
49159,Labour Party,Political Party,10500.0
49160,Co-operative Party,Political Party,5029.65
49161,Labour Party,Political Party,8750.0
49162,Labour Party,Political Party,6200.0
49163,Conservative and Unionist Party,Political Party,4500.0
49164,Labour Party,Political Party,400.0
49165,Labour Party,Political Party,3000.0
49166,Labour Party,Political Party,362625.0
49167,Conservative and Unionist Party,Political Party,10000.0
49168,Labour Party,Political Party,234773.0
49169,Conservative and Unionist Party,Political Party,10000.0
49170,Conservative and Unionist Party,Political Party,252.09
49171,Conservative and Unionist Party,Political Party,40000.0
49172,Labour Party,Political Party,500.0
49173,Labour Party,Political Party,8820.0
49174,Liberal Democrats,Political Party,2500.0
49175,Labour Party,Political Party,500.0
49176,Conservative and Unionist Party,Political Party,1300.0
49177,Plaid Cymru - The Party of Wales,Political Party,5059.71
49178,Labour Party,Political Party,5000.0
49179,Labour Party,Political Party,1000.0
49180,Conservative and Unionist Party,Political Party,2000.0
49181,Labour Party,Political Party,1500.0
49182,Conservative and Unionist Party,Political Party,4000.0
49183,Liberal Democrats,Political Party,1800.0
49184,Liberal Democrats,Political Party,1600.0
49185,Scottish Socialist Party,Political Party,1130.0
49186,Constituency Campaigning Services Board,Regulated Donee,200000.0
49187,Labour Party,Political Party,669.0
49188,Scottish Socialist Party,Political Party,1130.0
49189,Labour Party,Political Party,2500.0
49190,Labour Party,Political Party,650.0
49191,Labour Party,Political Party,2295.0
49192,Conservative Christian Fellowship,Regulated Donee,25000.0
49193,Labour Party,Political Party,688.0
49194,Conservative and Unionist Party,Political Party,5000.0
49195,Conservative and Unionist Party,Political Party,100000.0
49196,Conservative and Unionist Party,Political Party,1500.0
49197,Conservative and Unionist Party,Political Party,2000.0
49198,Conservative and Unionist Party,Political Party,2000.0
49199,Conservative and Unionist Party,Political Party,2000.0
49200,Labour Party,Political Party,1500.0
49201,Labour Party,Political Party,2000.0
49202,Labour Party,Political Party,20173.0
49203,Conservative and Unionist Party,Political Party,2500.0
49204,Conservative and Unionist Party,Political Party,50051.0
49205,Conservative and Unionist Party,Political Party,5000.0
49206,Labour Party,Political Party,500.0
49207,Labour Party,Political Party,375.0
49208,Conservative and Unionist Party,Political Party,241.66
49209,Liberal Democrats,Political Party,2500.0
49210,Labour Party,Political Party,2424.0
49211,Labour Party,Political Party,2500.0
49212,Conservative and Unionist Party,Political Party,25000.0
49213,Co-operative Party,Political Party,77955.0
49214,Labour Party,Political Party,500.0
49215,Labour Party,Political Party,1000.0
49216,Conservative and Unionist Party,Political Party,1250.0
49217,Conservative and Unionist Party,Political Party,4000.0
49218,Conservative and Unionist Party,Political Party,10000.0
49219,Conservative and Unionist Party,Political Party,300.0
49220,Conservative and Unionist Party,Political Party,1000.0
49221,Conservative and Unionist Party,Political Party,500.0
49222,Conservative and Unionist Party,Political Party,2000.0
49223,Scottish Socialist Party,Political Party,1300.0
49224,Conservative and Unionist Party,Political Party,300.0
49225,Mr Nigel Evans MP,Regulated Donee,3500.0
49226,Labour Party,Political Party,1500.0
49227,Conservative and Unionist Party,Political Party,8500.0
49228,Scottish National Party (SNP),Political Party,10784.75
49229,Conservative and Unionist Party,Political Party,6000.0
49230,Conservative and Unionist Party,Political Party,70000.0
49231,Co-operative Party,Political Party,6000.0
49232,Quality of Life Policy Group,Regulated Donee,6348.38
49233,Labour Party,Political Party,2500.0
49234,Conservative and Unionist Party,Political Party,5000.0
49235,Labour Party,Political Party,375.0
49236,UK Independence Party (UKIP),Political Party,2000.0
49237,Labour Party,Political Party,648.0
49238,Labour Party,Political Party,500.0
49239,Conservative and Unionist Party,Political Party,2700.0
49240,Constituency Campaigning Services Board,Regulated Donee,12000.0
49241,Labour Party,Political Party,2000.0
49242,Liberal Democrats,Political Party,3491.0
49243,Labour Party,Political Party,500.0
49244,Conservative and Unionist Party,Political Party,5500.0
49245,Progress Ltd,Regulated Donee,62500.0
49246,Liberal Democrats,Political Party,1500.0
49247,Green Party,Political Party,1350.0
49248,Liberal Democrats,Political Party,1125.0
49249,Liberal Democrats,Political Party,1181.0
49250,Liberal Democrats,Political Party,600.0
49251,Liberal Democrats,Political Party,4800.0
49252,Liberal Democrats,Political Party,1042.0
49253,Liberal Democrats,Political Party,1500.0
49254,Liberal Democrats,Political Party,5861.67
49255,Liberal Democrats,Political Party,1531.02
49256,Labour Party,Political Party,375.0
49257,Liberal Democrats,Political Party,7500.0
49258,Liberal Democrats,Political Party,1252.0
49259,Liberal Democrats,Political Party,4336.66
49260,Liberal Democrats,Political Party,1020.0
49261,Liberal Democrats,Political Party,1300.0
49262,Mums' Army [De-registered 13/03/12],Political Party,10817.5
49263,Conservative and Unionist Party,Political Party,5250.0
49264,Scottish National Party (SNP),Political Party,9510.69
49265,Conservative and Unionist Party,Political Party,1225.0
49266,Conservative and Unionist Party,Political Party,93981.66
49267,Conservative and Unionist Party,Political Party,25041.0
49268,Labour Party,Political Party,16250.0
49269,Liberal Democrats,Political Party,1920.0
49270,Liberal Democrats,Political Party,1042.0
49271,Liberal Democrats,Political Party,1500.0
49272,Labour Party,Political Party,1240.0
49273,Liberal Democrats,Political Party,3000.0
49274,Liberal Democrats,Political Party,1300.0
49275,Liberal Democrats,Political Party,1560.0
49276,Liberal Democrats,Political Party,1252.0
49277,Labour Party,Political Party,2962.5
49278,Liberal Democrats,Political Party,1730.0
49279,Liberal Democrats,Political Party,1252.0
49280,Liberal Democrats,Political Party,7087.0
49281,Liberal Democrats,Political Party,1200.0
49282,Labour Party,Political Party,1250.0
49283,Green Party,Political Party,1200.0
49284,Liberal Democrats,Political Party,2500.08
49285,Liberal Democrats,Political Party,1714.04
49286,Liberal Democrats,Political Party,559.05
49287,Conservative and Unionist Party,Political Party,4130.0
49288,Conservative and Unionist Party,Political Party,6500.0
49289,Conservative and Unionist Party,Political Party,2550.0
49290,Conservative and Unionist Party,Political Party,5927.88
49291,The Rt Hon Dr Liam Fox MP,Regulated Donee,7500.0
49292,Christian Peoples Alliance,Political Party,2500.0
49293,Liberal Democrats,Political Party,1500.0
49294,Labour Party,Political Party,1300.0
49295,Liberal Democrats,Political Party,1252.0
49296,Liberal Democrats,Political Party,1560.0
49297,Liberal Democrats,Political Party,399973.1
49298,Green Party,Political Party,1800.0
49299,Liberal Democrats,Political Party,1252.0
49300,Liberal Democrats,Political Party,3672.99
49301,Liberal Democrats,Political Party,2175.0
49302,The Respect Party [De-registered 18/08/16],Political Party,2640.66
49303,Liberal Democrats,Political Party,1037.28
49304,Liberal Democrats,Political Party,1339.0
49305,Liberal Democrats,Political Party,1725.0
49306,Labour Party,Political Party,2373.0
49307,Liberal Democrats,Political Party,1072.0
49308,Liberal Democrats,Political Party,1080.0
49309,Labour Party,Political Party,450.0
49310,Labour Party,Political Party,6666.0
49311,Conservative and Unionist Party,Political Party,5559.58
49312,Conservative and Unionist Party,Political Party,1250.0
49313,Conservative and Unionist Party,Political Party,5000.0
49314,Conservative and Unionist Party,Political Party,1800.74
49315,Christian Peoples Alliance,Political Party,448.97
49316,Liberal Democrats,Political Party,1000.0
49317,Liberal Democrats,Political Party,1600.0
49318,Liberal Democrats,Political Party,1629.78
49319,Liberal Democrats,Political Party,1050.0
49320,Labour Party,Political Party,1800.0
49321,Labour Party,Political Party,775.0
49322,Liberal Democrats,Political Party,9556.0
49323,Liberal Democrats,Political Party,1202.0
49324,Liberal Democrats,Political Party,1200.0
49325,Liberal Democrats,Political Party,2500.0
49326,Plaid Cymru - The Party of Wales,Political Party,750.0
49327,Liberal Democrats,Political Party,1200.0
49328,Liberal Democrats,Political Party,56338.51
49329,Green Party,Political Party,1608.0
49330,Liberal Democrats,Political Party,1252.0
49331,Liberal Democrats,Political Party,1079.7
49332,Liberal Democrats,Political Party,1371.23
49333,UK Independence Party (UKIP),Political Party,1560.0
49334,Conservative and Unionist Party,Political Party,5250.0
49335,Scottish National Party (SNP),Political Party,10784.75
49336,Conservative and Unionist Party,Political Party,6000.0
49337,Liberal Democrats,Political Party,2350.0
49338,Liberal Democrats,Political Party,2252.0
49339,Labour Party,Political Party,500.0
49340,Liberal Democrats,Political Party,1200.0
49341,Green Party,Political Party,2442.0
49342,Liberal Democrats,Political Party,3428.08
49343,Liberal Democrats,Political Party,1502.0
49344,Liberal Democrats,Political Party,1500.0
49345,Labour Party,Political Party,2152.0
49346,Labour Party,Political Party,560.0
49347,The Respect Party [De-registered 18/08/16],Political Party,6587.32
49348,Liberal Democrats,Political Party,1305.0
49349,Liberal Democrats,Political Party,1391.76
49350,Liberal Democrats,Political Party,543.48
49351,Conservative and Unionist Party,Political Party,5950.0
49352,Conservative and Unionist Party,Political Party,2500.0
49353,Conservative and Unionist Party,Political Party,1614.7
49354,Scottish Green Party,Political Party,24398.84
49355,Conservative and Unionist Party,Political Party,59275.32
49356,Conservative and Unionist Party,Political Party,8502.0
49357,Conservative and Unionist Party,Political Party,5250.0
49358,The New Party [De-registered 01/07/10],Political Party,2497.88
49359,Conservative and Unionist Party,Political Party,50360.0
49360,Conservative and Unionist Party,Political Party,2000.0
49361,Conservative and Unionist Party,Political Party,2000.0
49362,Labour Party,Political Party,1000.0
49363,Conservative and Unionist Party,Political Party,26145.09
49364,Conservative and Unionist Party,Political Party,8390.0
49365,Labour Party,Political Party,500.0
49366,Labour Party,Political Party,7737.0
49367,Conservative and Unionist Party,Political Party,8502.0
49368,Conservative and Unionist Party,Political Party,1250.0
49369,Conservative and Unionist Party,Political Party,2000.0
49370,Conservative and Unionist Party,Political Party,15000.0
49371,Labour Party,Political Party,375.0
49372,Conservative and Unionist Party,Political Party,1750.0
49373,Co-operative Party,Political Party,15983.47
49374,Labour Party,Political Party,290125.0
49375,Labour Party,Political Party,37100.0
49376,Labour Party,Political Party,2423.0
49377,Labour Party,Political Party,684.0
49378,Labour Party,Political Party,11362.0
49379,Conservative and Unionist Party,Political Party,14481.88
49380,UK Independence Party (UKIP),Political Party,250.0
49381,Labour Party,Political Party,250.0
49382,Constituency Campaigning Services Board,Regulated Donee,18116.0
49383,Labour Party,Political Party,9500.0
49384,Scottish National Party (SNP),Political Party,50000.0
49385,Conservative and Unionist Party,Political Party,6000.0
49386,Conservative and Unionist Party,Political Party,1100.0
49387,Conservative and Unionist Party,Political Party,5000.0
49388,Conservative and Unionist Party,Political Party,10000.0
49389,Conservative and Unionist Party,Political Party,1516.0
49390,Conservative and Unionist Party,Political Party,8500.0
49391,Labour Party,Political Party,350.0
49392,Conservative and Unionist Party,Political Party,1400.0
49393,Labour Party,Political Party,50792.0
49394,Conservative and Unionist Party,Political Party,4000.0
49395,Conservative and Unionist Party,Political Party,10000.0
49396,Conservative and Unionist Party,Political Party,15000.0
49397,Conservative and Unionist Party,Political Party,10000.0
49398,Conservative and Unionist Party,Political Party,1200.0
49399,Conservative and Unionist Party,Political Party,100000.0
49400,The New Party [De-registered 01/07/10],Political Party,20000.0
49401,Labour Party,Political Party,250.0
49402,Conservative and Unionist Party,Political Party,1500.0
49403,Conservative and Unionist Party,Political Party,1062849.75
49404,Conservative and Unionist Party,Political Party,11800.0
49405,Labour Party,Political Party,750.0
49406,Conservative and Unionist Party,Political Party,12865.0
49407,Conservative and Unionist Party,Political Party,1450.0
49408,The Socialist Party of Great Britain,Political Party,36356.32
49409,Labour Party,Political Party,1125.0
49410,Co-operative Party,Political Party,76500.0
49411,Labour Party,Political Party,12925.0
49412,Scottish Socialist Party,Political Party,6985.0
49413,Liberal Democrats,Political Party,1938.51
49414,Conservative and Unionist Party,Political Party,2500.0
49415,Scottish Socialist Party,Political Party,4830.0
49416,Labour Party,Political Party,375.0
49417,Mrs Jessica Morden MP,Regulated Donee,3173.52
49418,UK Independence Party (UKIP),Political Party,4385.0
49419,Conservative and Unionist Party,Political Party,50000.0
49420,Conservative and Unionist Party,Political Party,1800.0
49421,Labour Party,Political Party,1875.0
49422,Conservative and Unionist Party,Political Party,50000.0
49423,Labour Party,Political Party,100.0
49424,Labour Party,Political Party,1375.0
49425,Conservative and Unionist Party,Political Party,2500.0
49426,The Rt Hon Stephen Crabb MP,Regulated Donee,2000.0
49427,Labour Party,Political Party,6750.0
49428,Labour Party,Political Party,500.0
49429,Labour Party,Political Party,15000.0
49430,Conservative and Unionist Party,Political Party,6397.5
49431,Conservative and Unionist Party,Political Party,5000.0
49432,Labour Party,Political Party,1000.0
49433,Conservative and Unionist Party,Political Party,1650.0
49434,Liberal Democrats,Political Party,2500.0
49435,Conservative and Unionist Party,Political Party,1500.0
49436,Labour Party,Political Party,1760.0
49437,Conservative and Unionist Party,Political Party,25000.0
49438,Labour Party,Political Party,1200.0
49439,Labour Party,Political Party,375.0
49440,Labour Party,Political Party,750.0
49441,Labour Party,Political Party,3060.0
49442,Labour Party,Political Party,1760.0
49443,Plaid Cymru - The Party of Wales,Political Party,5059.17
49444,Conservative and Unionist Party,Political Party,5000.0
49445,Conservative and Unionist Party,Political Party,2900.0
49446,Conservative and Unionist Party,Political Party,2350.0
49447,Mr David Davies MP,Regulated Donee,2000.0
49448,Liberal Democrats,Political Party,5000.0
49449,Labour Party,Political Party,250.0
49450,Liberal Democrats,Political Party,4580.0
49451,Mr Mark Harper MP,Regulated Donee,2000.0
49452,UK Independence Party (UKIP),Political Party,2000.0
49453,Labour Party,Political Party,3150.0
49454,Labour Party,Political Party,1000.0
49455,UK Independence Party (UKIP),Political Party,4000.0
49456,The Rt Hon George Osborne MP,Regulated Donee,2000.0
49457,Conservative and Unionist Party,Political Party,10000.0
49458,Conservative and Unionist Party,Political Party,1200.0
49459,Scottish Socialist Party,Political Party,6500.0
49460,Conservative and Unionist Party,Political Party,56800.0
49461,Conservative and Unionist Party,Political Party,2090.0
49462,Scottish Socialist Party,Political Party,6298.0
49463,Conservative and Unionist Party,Political Party,1500.0
49464,Conservative and Unionist Party,Political Party,1700.0
49465,Conservative and Unionist Party,Political Party,27000.0
49466,Liberal Democrats,Political Party,1200.0
49467,Conservative and Unionist Party,Political Party,1500.0
49468,Labour Party,Political Party,250000.0
49469,Green Party,Political Party,6670.24
49470,Labour Party,Political Party,250.0
49471,Scottish Socialist Party,Political Party,5500.0
49472,Labour Party,Political Party,4000.0
49473,Liberal Democrats,Political Party,1375.0
49474,Labour Party,Political Party,500.0
49475,Conservative and Unionist Party,Political Party,10000.0
49476,Conservative and Unionist Party,Political Party,2000.0
49477,Conservative and Unionist Party,Political Party,3000.0
49478,UK Independence Party (UKIP),Political Party,740.0
49479,Labour Party,Political Party,1000.0
49480,Labour Party,Political Party,262.0
49481,Liberal Democrats,Political Party,1502.36
49482,The Rt Hon Paul Murphy MP,Regulated Donee,2357.0
49483,Conservative and Unionist Party,Political Party,4000.0
49484,The Rt Hon Sir Alan Beith MP,Regulated Donee,2000.0
49485,Labour Party,Political Party,240.0
49486,Labour Party,Political Party,500.0
49487,Liberal Democrats,Political Party,65466.44
49488,Conservative and Unionist Party,Political Party,1250.0
49489,Labour Party,Political Party,6462.0
49490,Conservative and Unionist Party,Political Party,1250.0
49491,Labour Party,Political Party,2279.0
49492,Labour Party,Political Party,4500.0
49493,Mr James Duddridge MP,Regulated Donee,1200.0
49494,Conservative and Unionist Party,Political Party,5471.07
49495,Conservative and Unionist Party,Political Party,1349.97
49496,Scottish Socialist Party,Political Party,7800.0
49497,Conservative and Unionist Party,Political Party,1339.98
49498,Liberal Democrats,Political Party,1128.25
49499,Scottish Socialist Party,Political Party,7800.0
49500,Quality of Life Policy Group,Regulated Donee,6840.66
49501,Labour Party,Political Party,1360.0
49502,Labour Party,Political Party,4320.0
49503,Conservative and Unionist Party,Political Party,7500.0
49504,Labour Party,Political Party,1000.0
49505,Labour Party,Political Party,3430.0
49506,Labour Party,Political Party,1000.0
49507,Labour Party,Political Party,480.0
49508,Conservative and Unionist Party,Political Party,5000.0
49509,Conservative and Unionist Party,Political Party,1100.0
49510,Conservative and Unionist Party,Political Party,2000.0
49511,Conservative and Unionist Party,Political Party,2000.0
49512,Conservative and Unionist Party,Political Party,1500.0
49513,Christian Peoples Alliance,Political Party,750.96
49514,Scottish National Party (SNP),Political Party,10482.41
49515,Scottish National Party (SNP),Political Party,10784.75
49516,Conservative and Unionist Party,Political Party,5360.0
49517,Labour Party,Political Party,2470.0
49518,Labour Party,Political Party,966.0
49519,Labour Party,Political Party,6666.0
49520,Labour Party,Political Party,496.0
49521,Conservative and Unionist Party,Political Party,25000.0
49522,Scottish National Party (SNP),Political Party,6694.27
49523,Conservative and Unionist Party,Political Party,100000.0
49524,Conservative and Unionist Party,Political Party,2500.0
49525,UK Independence Party (UKIP),Political Party,420.0
